"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2017 March","California","Alameda County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","2"
"2017 March","California","Alameda County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","9"
"2017 March","California","Alameda County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","3"
"2017 March","California","Alameda County, CA","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","3"
"2017 March","California","Alameda County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","4"
"2017 March","California","Alameda County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","3"
"2017 March","California","Alameda County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","5"
"2017 March","California","Alameda County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","3"
"2017 March","California","Alameda County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","45"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","4"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","2"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","11"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","8"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","13"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","2"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","17"
"2017 March","California","Alameda County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","67"
"2017 March","California","Alameda County, CA","[Total]","[Total]","Credit Card","U.S. Currency","112"
"2017 March","California","Butte County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2017 March","California","Butte County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2017 March","California","Butte County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","3"
"2017 March","California","Butte County, CA","[Total]","[Total]","Credit Card","U.S. Currency","3"
"2017 March","California","Colusa County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2017 March","California","Colusa County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2017 March","California","Colusa County, CA","[Total]","[Total]","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","3"
"2017 March","California","Contra Costa County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Check","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","6"
"2017 March","California","Contra Costa County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Depository Institution","Embezzlement/Theft/Disappearance of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","4"
"2017 March","California","Contra Costa County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","3"
"2017 March","California","Contra Costa County, CA","Depository Institution","Other Identification Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","3"
"2017 March","California","Contra Costa County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","5"
"2017 March","California","Contra Costa County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2017 March","California","Contra Costa County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","52"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","2"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","3"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Single Individual with Multiple Identities","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","9"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","6"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","7"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","15"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Contra Costa County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","47"
"2017 March","California","Contra Costa County, CA","[Total]","[Total]","Credit Card","U.S. Currency","99"
"2017 March","California","El Dorado County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","El Dorado County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","El Dorado County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2017 March","California","El Dorado County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","El Dorado County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","El Dorado County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","5"
"2017 March","California","El Dorado County, CA","[Total]","[Total]","Credit Card","U.S. Currency","5"
"2017 March","California","Fresno County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","2"
"2017 March","California","Fresno County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","2"
"2017 March","California","Fresno County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","3"
"2017 March","California","Fresno County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","16"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","3"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","3"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","6"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Fresno County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","20"
"2017 March","California","Fresno County, CA","[Total]","[Total]","Credit Card","U.S. Currency","36"
"2017 March","California","Glenn County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Glenn County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2017 March","California","Glenn County, CA","[Total]","[Total]","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","5"
"2017 March","California","Humboldt County, CA","Money Services Business (MSB)","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2017 March","California","Humboldt County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2017 March","California","Humboldt County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2017 March","California","Humboldt County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","7"
"2017 March","California","Humboldt County, CA","[Total]","[Total]","Credit Card","U.S. Currency","12"
"2017 March","California","Imperial County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2017 March","California","Imperial County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","2"
"2017 March","California","Imperial County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2017 March","California","Imperial County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2017 March","California","Imperial County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Imperial County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","7"
"2017 March","California","Imperial County, CA","[Total]","[Total]","Credit Card","U.S. Currency","7"
"2017 March","California","Kern County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2017 March","California","Kern County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","9"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","3"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","4"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","2"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","7"
"2017 March","California","Kern County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","19"
"2017 March","California","Kern County, CA","[Total]","[Total]","Credit Card","U.S. Currency","28"
"2017 March","California","Kings County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","1"
"2017 March","California","Kings County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2017 March","California","Kings County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","2"
"2017 March","California","Kings County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2017 March","California","Kings County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Kings County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","2"
"2017 March","California","Kings County, CA","[Total]","[Total]","Credit Card","U.S. Currency","4"
"2017 March","California","Lake County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Lake County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Lake County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2017 March","California","Lake County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","4"
"2017 March","California","Lake County, CA","[Total]","[Total]","Credit Card","U.S. Currency","4"
"2017 March","California","Lassen County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2017 March","California","Lassen County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2017 March","California","Lassen County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2017 March","California","Lassen County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Lassen County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","4"
"2017 March","California","Lassen County, CA","[Total]","[Total]","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Casino/Card Club - Card Club","Other Structuring","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Casino/Card Club - Card Club","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","3"
"2017 March","California","Los Angeles County, CA","Casino/Card Club - Card Club","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","3"
"2017 March","California","Los Angeles County, CA","Casino/Card Club - Card Club","[Total]","Credit Card","U.S. Currency","8"
"2017 March","California","Los Angeles County, CA","Depository Institution","Account Takeover","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","12"
"2017 March","California","Los Angeles County, CA","Depository Institution","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","Credit Card","U.S. Currency","24"
"2017 March","California","Los Angeles County, CA","Depository Institution","Check","Credit Card","U.S. Currency","31"
"2017 March","California","Los Angeles County, CA","Depository Institution","Consumer Loan (see instructions)","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","Counterfeit Instrument","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","63"
"2017 March","California","Los Angeles County, CA","Depository Institution","Elder Financial Exploitation","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Depository Institution","Embezzlement/Theft/Disappearance of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","9"
"2017 March","California","Los Angeles County, CA","Depository Institution","Mail","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","5"
"2017 March","California","Los Angeles County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","6"
"2017 March","California","Los Angeles County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","6"
"2017 March","California","Los Angeles County, CA","Depository Institution","Other Identification Documentation","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","6"
"2017 March","California","Los Angeles County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","47"
"2017 March","California","Los Angeles County, CA","Depository Institution","Provided Questionable or False Documentation","Credit Card","U.S. Currency","9"
"2017 March","California","Los Angeles County, CA","Depository Institution","Refused or Avoided Request for Documentation","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","55"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","13"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicious Use of Informal Value Transfer System","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","29"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","56"
"2017 March","California","Los Angeles County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","11"
"2017 March","California","Los Angeles County, CA","Depository Institution","Trade Based Money Laundering/Black Market Peso Exchange","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","17"
"2017 March","California","Los Angeles County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","34"
"2017 March","California","Los Angeles County, CA","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","40"
"2017 March","California","Los Angeles County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","24"
"2017 March","California","Los Angeles County, CA","Depository Institution","Unauthorized Electronic Intrusion","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","Unlicensed or Unregistered MSB","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","535"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Counterfeit Instrument","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","4"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Other Money Laundering","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","12"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Single Individual with Multiple Identities","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Suspicion Concerning the Physical Condition of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","32"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","3"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","13"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","7"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","51"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","2"
"2017 March","California","Los Angeles County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","139"
"2017 March","California","Los Angeles County, CA","[Total]","[Total]","Credit Card","U.S. Currency","682"
"2017 March","California","Madera County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","1"
"2017 March","California","Madera County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2017 March","California","Madera County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2017 March","California","Madera County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2017 March","California","Madera County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2017 March","California","Madera County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","1"
"2017 March","California","Madera County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","6"
"2017 March","California","Madera County, CA","[Total]","[Total]","Credit Card","U.S. Currency","6"
"2017 March","California","Marin County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2017 March","California","Marin County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","1"
"2017 March","California","Marin County, CA","Depository Institution","Multiple Individuals with Same or Similar Identities","Credit Card","U.S. Currency","1"
"2017 March","California","Marin County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","3"
"2017 March","California","Marin County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2017 March","California","Marin County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","2"
